Package Name,App Version Code,App Version Name,Reviewer Language,Device,Review Submit Date and Time,Review Submit Millis Since Epoch,Review Last Update Date and Time,Review Last Update Millis Since Epoch,Star Rating,Review Title,Review Text,Developer Reply Date and Time,Developer Reply Millis Since Epoch,Developer Reply Text,Review Link
com.fansipan.stickman.fight.shadow.knights,,,pt,channel,2020-06-01T03:33:31Z,1590982411411,2020-06-01T03:33:31Z,1590982411411,5,,,,,,
com.fansipan.stickman.fight.shadow.knights,46,1.0.132,pt,beyond2,2020-06-01T03:39:33Z,1590982773238,2020-06-01T03:39:33Z,1590982773238,5,,,,,,
com.fansipan.stickman.fight.shadow.knights,46,1.0.132,vi,G3416,2020-06-01T03:58:22Z,1590983902698,2020-06-01T03:58:22Z,1590983902698,5,,,,,,
com.fansipan.stickman.fight.shadow.knights,,,pt,on5xelte,2020-06-01T04:54:55Z,1590987295414,2020-06-01T04:54:55Z,1590987295414,3,,,,,,
com.fansipan.stickman.fight.shadow.knights,46,1.0.132,pt,a7y17lte,2020-06-01T05:01:19Z,1590987679960,2020-06-01T05:01:19Z,1590987679960,5,,,,,,
com.fansipan.stickman.fight.shadow.knights,46,1.0.132,en,RMX1971CN,2020-06-01T05:29:15Z,1590989355889,2020-06-01T05:29:15Z,1590989355889,4,,,,,,
com.fansipan.stickman.fight.shadow.knights,46,1.0.132,vi,j7y17lte,2020-06-01T05:49:55Z,1590990595306,2020-06-01T05:49:56Z,1590990596688,5,,,,,,
com.fansipan.stickman.fight.shadow.knights,46,1.0.132,vi,raphaelin,2020-06-01T10:20:38Z,1591006838893,2020-06-01T10:20:38Z,1591006838893,5,,Game hay.,2020-06-01T10:58:01Z,1591009081695,"Chào Bi Li, Cám ơn bạn đã đánh giá 5 sao cho game bên mình. Hy vọng bạn sẽ tiếp tục đồng hành và ủng hộ game của bọn mình. (◉ω◉)",https://play.google.com/apps/publish?account=7752608683054605616#ReviewDetailsPlace:p=com.fansipan.stickman.fight.shadow.knights&reviewid=gp:AOqpTOGSJZI5VMCp_zRflapwsadnMSf7gNYPrUk5QI-LzbRGmmBbc_kS19e3wRUH2IO2vwB3Zp-ye6scaxUfZQ
com.fansipan.stickman.fight.shadow.knights,46,1.0.132,vi,jadelte,2020-06-01T04:14:03Z,1590984843659,2020-06-01T11:06:47Z,1591009607061,5,,Good game,2020-06-01T07:25:12Z,1590996312309,Cám ơn bạn đã đánh giá 5 sao cho Shadow Knight. Hy vọng bạn sẽ tiếp tục đồng hành và ủng hộ game của bọn mình. (◉ω◉),https://play.google.com/apps/publish?account=7752608683054605616#ReviewDetailsPlace:p=com.fansipan.stickman.fight.shadow.knights&reviewid=gp:AOqpTOF-prmKxHRhQNLkabJ65NV0moF_ujAlD2pGR2zRcGKWRf0-BeY2I93ZKboO06TYEuHlpL5tri5rWCipug
com.fansipan.stickman.fight.shadow.knights,53,1.0.140,vi,a10s,2020-06-01T11:53:54Z,1591012434313,2020-06-01T11:53:54Z,1591012434313,5,,,,,,
